gene_id	C1	C2
4603	2	7
4604	13	22
4605	46	41
4606	0	0
4607	1	0
4608	1	0
4609	633	223
4610	130	31
4613	68	30
4615	174	105
4616	325	52
462	0	0
4620	3	0
4621	13	34
4624	0	0
4625	0	0
4626	0	0
4627	3187	9278
4628	201	396
4629	551	2084
463	65	169
4632	1	0
4634	0	1
4635	1	0
4636	21	2
4637	2016	1073
4638	384	623
4640	0	1
4641	714	1193
4642	578	555
4643	283	694
4644	376	1029
4645	327	1165
4646	243	834
4647	4	4
4648	6	2
4649	98	315
4650	238	345
4651	398	704
4653	30	49
4659	164	544
466	41	56
4660	302	75
4661	0	1
4664	343	206
4665	338	66
4666	2020	4080
4668	76	53
4669	88	55
467	183	110
4670	580	627
4671	38	489
4673	495	665
4674	13	8
4675	4	5
4676	270	250
4677	315	447
4678	155	194
468	1003	397
4680	198	173
4681	393	66
4682	41	38
4683	119	275
4684	7	6
4685	8	14
4686	101	101
4688	33	64
4689	1	10
4690	106	81
4691	1525	2840
4692	48	3
4693	0	0
4694	125	429
4695	100	71
4696	64	15
4697	432	591
4698	94	80
47	527	719
4700	151	195
4701	78	24
4702	77	79
4703	25	297
4704	169	200
4705	292	396
4706	123	85
4707	81	190
4708	134	83
4709	79	50
471	186	292
4710	216	304
4711	101	102
4712	75	36
4713	195	91
4714	212	136
4715	179	290
4716	157	118
4717	112	56
4718	127	116
4719	269	670
472	84	370
4720	243	466
4722	144	353
4723	355	445
4724	143	261
4725	350	296
4726	80	214
4728	144	69
4729	246	318
473	378	365
4731	91	171
4733	115	167
4734	65	132
4735	711	391
4736	1925	1020
4738	223	262
4739	205	159
4741	28	76
474170	144	1054
474343	16	43
474344	78	18
474382	0	0
4744	11	26
4745	5	5
4747	33	35
475	65	54
4750	33	91
4751	26	19
4752	26	32
4753	177	243
4756	405	499
4758	108	87
4759	59	34
476	3749	4436
4761	3	0
4763	225	839
477	71	95
4771	119	330
4772	52	33
4773	77	77
4774	107	301
4775	182	157
4776	43	21
4778	10	3
4779	1068	432
478	3	2
4780	626	545
4781	352	587
4782	598	352
4783	299	132
4784	1084	932
479	6	2
4790	197	188
4791	88	56
4792	370	920
4793	34	14
4794	22	8
4795	43	13
4796	47	18
4798	147	140
4799	261	323
48	158	143
480	0	0
4800	95	34
4801	66	100
4802	181	102
4803	1	0
4804	82	12
4807	1	1
4808	7	0
4809	285	97
481	534	765
4810	58	125
4811	179	273
4814	183	9
4815	17	13
4817	51	38
4818	2	0
482	9	4
4820	286	217
4821	0	0
4824	10	0
4825	0	0
4826	22	4
4828	21	6
483	1101	501
4830	174	140
4831	724	434
4832	56	8
4833	132	25
4835	96	58
4836	317	183
4837	108	44
4838	1	7
4839	117	119
4841	688	571
4842	71	51
4843	3	0
4846	35	10
4848	237	293
4849	154	127
4850	56	111
4851	919	1520
4852	0	0
4853	1017	3070
4854	1637	1861
4855	71	73
4856	195	55
4857	11	15
4858	6	3
486	0	0
4860	159	114
4861	6	6
4862	113	122
4863	51	334
4864	202	587
4867	10	23
4868	0	0
4869	1223	2392
487	3	6
4879	0	0
488	904	2342
4880	3	0
4881	54	54
4882	55	126
4883	216	67
4884	19	4
4885	5	1
4886	52	37
4889	5	5
489	362	246
4891	159	307
4892	1	3
4893	176	144
4897	30	35
4898	583	975
4899	67	27
49	1	0
490	195	343
4900	10	0
4901	7	0
4902	3	0
4904	1208	799
4905	206	372
4907	54	70
4908	8	2
4909	16	2
491	8	7
4913	24	14
4914	0	0
4915	483	556
4916	8	26
4917	1	0
4919	32	53
492	0	0
4920	17	19
4921	324	409
4922	4	4
4923	0	0
492307	0	2
492311	23	4
4924	533	421
4925	78	160
4926	1199	1254
4927	149	164
4928	283	483
4929	565	538
493	890	984
4931	75	148
4935	15	20
493753	37	21
4938	17	11
493829	0	0
493856	55	40
493860	0	9
493861	3	2
493869	45	19
4939	33	16
493911	0	4
4940	83	29
494115	77	57
494143	4	2
4942	332	493
4943	96	43
494470	6	10
494513	4	5
494514	1	1
4946	1139	515
4947	239	30
4948	31	70
4952	153	149
4953	371	239
4957	91	121
4958	9	6
4967	565	626
4968	32	17
4969	14	30
497190	2	0
4973	0	1
4974	0	14
4976	239	448
497661	61	32
4978	0	0
498	1457	1258
4982	4	10
4983	91	84
49854	133	133
49855	79	189
49856	33	23
4986	0	0
49860	76	124
49861	2	2
4987	0	0
4988	0	0
4990	0	0
4993	0	0
4995	0	2
4998	22	34
4999	55	47
50	352	428
5000	282	126
5001	47	54
5002	54	22
5003	8	5
5004	1	0
5005	0	0
5007	262	278
5008	0	1
501	228	712
5010	15	21
5013	51	15
5015	0	0
5016	11	5
5017	911	257
5018	324	221
5019	194	462
5021	1	0
5023	16	9
5025	16	16
5026	1	5
5027	48	50
5028	95	21
5029	124	5
5030	0	1
5031	2	0
5032	0	2
5033	68	128
5034	1722	1965
503542	0	0
503582	2	0
5036	624	803
5037	899	667
503834	0	0
503835	1	0
5045	823	268
5046	67	50
5047	0	1
5048	539	610
50484	79	58
50485	66	87
50486	318	47
50487	59	24
50488	674	480
50489	51	42
5049	178	65
5050	43	20
50506	26	29
50507	6	6
50509	287	159
5051	47	17
50511	0	1
50512	66	46
50515	25	6
5052	604	563
5053	0	0
5054	103	95
5055	193	100
5058	107	118
506	1884	1761
50604	4	2
50614	0	0
50615	0	1
50617	96	214
50618	248	467
50619	99	43
5062	250	126
50624	1	4
50626	114	37
50628	141	84
5063	16	27
50632	0	0
50636	0	0
5064	219	64
50640	135	146
50649	372	142
50650	132	109
50651	3	4
5066	302	507
5067	6	16
5069	30	52
50700	0	0
5071	50	38
50717	293	164
5073	131	181
5074	148	72
5075	3	2
5076	1	0
5077	6	10
5079	0	0
5080	2	1
50801	3	0
50804	23	25
50805	100	19
50807	189	303
50808	235	225
50809	572	503
5081	0	0
50810	60	61
50813	238	147
50814	81	112
5082	52	57
5083	3	0
50832	0	3
50838	0	0
50839	0	0
50840	0	2
50846	3	0
50848	545	264
50852	0	0
50853	28	18
50854	173	59
50855	8	6
50856	4	5
50861	113	19
50862	288	103
50863	5	3
50865	98	42
5087	163	75
5089	300	108
509	348	316
5090	35	27
5091	104	88
5092	57	47
5093	745	320
50937	105	281
50939	0	1
5094	1164	2006
50940	6	17
50943	5	0
50944	0	9
5095	70	164
5096	129	225
50964	1	0
5097	400	355
5098	294	152
5099	239	182
50999	59	73
51	211	672
5100	1	0
51000	26	15
51001	31	23
51002	21	26
51003	12	12
51004	41	48
51005	60	17
51006	136	67
51008	70	140
51009	62	29
5101	5	21
51010	49	40
51011	41	56
51012	133	163
51013	38	45
51014	130	44
51015	80	74
51016	23	5
51018	58	65
51019	36	75
51020	89	112
51021	199	157
51022	11	7
51023	50	97
51024	219	171
51025	17	4
51026	52	34
51027	47	2
51028	194	237
51029	115	27
51030	70	124
51031	193	100
51032	1	0
51035	235	126
5104	9	4
51042	45	9
51043	870	112
51046	0	0
5105	39	38
51050	19	4
51053	40	25
51056	704	775
51057	15	38
51058	11	11
51059	2	0
5106	67	22
51060	126	91
51061	136	87
51062	50	62
51063	59	28
51065	97	73
51066	3	1
51067	36	29
51068	126	145
51069	61	31
51070	118	68
51071	77	54
51072	123	128
51073	167	76
51074	40	14
51075	171	242
51076	58	54
51077	87	88
51078	232	81
51079	276	547
5108	385	509
51081	127	92
51082	174	143
51083	37	30
51084	95	54
51085	43	32
51087	7	2
51088	104	118
51090	160	29
51091	41	37
51092	215	258
51093	51	18
51094	543	238
51095	29	16
51096	155	122
51097	98	160
51098	69	59
51099	238	241
5110	130	71
51100	433	372
51101	31	30
51102	74	50
51103	28	50
51104	48	53
51105	152	140
51106	24	61
51107	499	206
51108	289	142
51109	195	98
5111	178	116
51110	25	21
51111	201	149
51112	125	74
51114	189	230
51115	138	53
51116	121	20
51117	114	21
51118	65	98
51119	421	395
51121	29	37
51122	85	50
51123	182	137
51124	68	141
51125	174	50
51126	157	114
51127	9	6
51128	139	201
51129	34	11
51130	23	11
51131	11	11
51132	144	166
51133	166	208
51134	29	35
51135	53	25
51136	66	59
51138	108	71
51141	88	31
51142	558	216
51143	196	215
51144	74	117
51147	82	57
51148	74	41
51149	3	6
51150	322	129
51151	11	19
51154	83	48
51155	82	59
51156	0	0
51157	38	2
5116	153	428
51160	215	105
51161	32	3
51162	143	8
51163	29	45
51164	212	164
51166	9	20
51167	40	46
51168	1	2
51170	37	55
51171	5	4
51172	31	33
51174	25	21
51175	32	23
51176	152	125
51177	77	26
5118	204	145
51181	123	214
51182	248	104
51184	33	40
51185	118	127
51186	120	104
51187	164	177
51188	30	25
5119	322	67
51191	14	23
51192	12	26
51193	53	37
51194	63	123
51195	815	350
51196	25	57
51199	234	426
51200	289	403
51201	30	32
51202	148	144
51203	91	66
51204	37	80
51205	20	13
51206	2	5
51207	3	1
51208	0	0
51209	11	1
5121	3	1
51218	85	27
5122	2	4
51222	291	72
51224	0	0
51225	6	3
51226	44	63
51227	15	37
51228	596	266
51230	128	95
51231	50	50
51232	498	496
51233	0	5
51234	197	102
51236	42	45
51237	0	0
51239	21	11
51241	87	47
51244	75	29
51246	255	116
51247	191	112
51248	58	55
51249	40	32
5125	42	48
51250	15	22
51251	68	265
51252	7	5
51253	181	106
51255	93	41
51256	57	39
51257	90	13
51258	145	64
51259	19	4
5126	92	52
51260	55	71
51263	129	40
51264	83	58
51265	2	4
51267	13	5
51268	3	1
5127	201	167
51271	220	70
51272	208	6
51274	668	214
51276	17	17
51277	30	8
51278	191	65
51279	88	22
5128	89	147
51280	171	86
51281	53	36
51282	104	6
51283	89	67
51284	6	1
51285	47	9
51286	4	1
51287	75	9
51289	0	0
5129	32	15
51290	58	130
51291	48	41
51292	100	57
51293	37	14
51294	28	17
51295	81	84
51296	18	14
51298	2	1
51299	77	21
513	223	57
5130	155	136
51300	104	49
51301	5	8
51302	34	51
51303	17	11
51304	397	266
51306	79	104
51307	129	42
51308	7	9
51309	70	25
51310	41	13
51311	0	2
51312	104	28
51313	175	95
51315	71	91
51316	0	2
51317	105	143
51318	59	25
51319	35	41
51320	144	73
51321	179	135
51322	375	446
51324	200	250
51326	77	50
51329	296	100
5133	0	0
51330	105	6
51332	27	16
51333	7	0
51334	2	1
51335	186	125
51337	94	2
51338	0	1
51339	14	4
5134	91	38
51340	88	133
51341	279	58
51343	198	69
51347	118	144
51348	2	1
51351	12	20
5136	9	18
51360	59	105
51361	135	166
51362	77	126
51363	86	19
51364	5	2
51365	0	6
51366	481	1254
51367	52	41
51368	177	57
5137	6	18
51371	143	309
51372	265	117
51373	15	16
51374	192	164
51375	64	71
51377	105	146
51378	4	1
51379	61	51
5138	109	98
51380	59	86
51382	166	217
51384	42	12
51385	65	35
51386	1267	824
51388	95	48
51389	87	122
5139	30	37
51390	59	26
51393	15	20
51397	41	11
51398	201	96
51399	64	30
514	317	513
5140	64	86
51400	251	182
51406	90	86
51409	41	10
5141	33	29
51411	7	14
5142	127	83
51421	407	188
51422	85	111
51426	57	67
51427	38	96
51428	180	165
51429	331	275
5143	5	0
51430	167	200
51433	352	289
51434	90	126
51435	160	42
51438	0	0
51439	173	60
5144	26	57
51440	14	1
51441	210	166
51442	1	0
51444	44	53
51447	309	269
51449	391	200
5145	18	0
51450	44	5
51451	129	162
51454	21	40
51455	168	207
51458	180	83
51460	53	79
51463	36	90
51465	232	236
51466	130	101
5147	38	14
51473	0	0
51474	395	309
51477	107	75
51478	47	57
51479	251	138
5148	0	1
51481	1	0
5149	0	1
51490	146	48
51491	42	41
51493	349	345
51495	194	69
51496	87	92
51497	193	163
51499	88	21
515	502	174
5150	74	48
51501	81	36
51503	87	138
51504	166	62
51506	195	237
51507	321	276
5151	74	90
51510	153	191
51512	21	8
51513	20	17
51514	13	27
51517	90	43
5152	15	33
51520	261	588
51522	175	104
51523	122	17
51524	34	13
51526	125	62
51527	73	23
51528	97	90
51529	109	20
5153	21	21
51530	24	27
51531	34	48
51533	25	11
51534	138	118
51535	138	88
51537	20	7
51538	96	63
5154	56	20
51540	14	7
51542	138	123
51545	40	5
51547	103	39
51548	46	15
5155	104	13
51550	34	45
51552	417	141
51554	13	32
51555	3	0
51557	0	0
51559	34	19
5156	111	270
51560	17	13
51561	2	0
51562	47	63
51564	312	124
51566	79	6
51567	85	121
51569	130	31
5157	22	39
51571	107	120
51573	355	119
51574	80	93
51575	12	20
5158	4	2
51582	333	292
51585	156	284
51586	297	204
51588	79	31
5159	415	404
51592	176	335
51593	255	196
51594	143	550
51596	157	77
51599	196	40
516	151	91
5160	199	390
51601	13	13
51602	130	200
51603	120	61
51604	272	197
51605	57	96
51606	156	190
51608	136	29
51611	39	23
51614	402	553
51616	61	75
51617	0	0
51619	49	30
5162	215	195
51621	1183	38
51622	133	391
51626	45	35
51629	328	267
5163	216	206
51631	196	241
51633	33	38
51634	60	36
51635	123	127
51637	266	280
51639	165	160
5164	106	129
51642	23	31
51643	78	111
51645	44	47
51646	249	100
51647	61	56
51649	63	33
5165	566	120
51650	51	85
51651	45	24
51652	525	192
51654	65	49
51655	214	81
51657	47	61
51659	14	19
5166	79	46
51660	83	33
51661	18	20
51663	277	321
51665	102	8
51666	2	2
51667	156	104
51668	22	37
51669	459	686
5167	15	34
51673	498	146
51676	7	1
51678	24	59
5168	129	207
51684	158	94
51686	3	4
5169	4	9
51690	63	38
51691	65	43
51692	83	127
51693	88	31
51696	373	84
51699	101	84
517	500	253
5170	355	177
51700	67	110
51701	37	48
51702	287	192
51703	9	23
51704	61	30
51705	75	83
51706	258	111
51710	21	58
51714	132	62
51715	51	65
51719	330	120
5172	2	5
51720	88	84
51726	126	121
51727	288	269
51728	20	7
51729	276	229
5173	0	0
51733	0	1
51734	40	13
51735	91	162
51738	2	0
5174	5	7
51741	8	36
51742	137	270
51744	1	2
51747	193	287
5175	702	21
51750	57	62
51752	133	349
51754	61	14
51755	271	271
51759	211	217
5176	534	610
51760	9	7
51761	17	10
51762	43	34
51763	188	138
51764	1	0
51765	64	63
51768	203	240
51773	128	307
51776	217	172
51778	0	1
5178	25	18
51780	332	350
5179	0	0
518	368	180
51804	9	3
51805	25	28
51806	3861	810
51807	6	6
51808	87	62
51809	36	44
51816	19	12
5184	200	289
5187	1139	348
5188	57	40
5189	106	212
5190	62	74
5191	40	111
5192	85	30
5193	26	17
5194	75	87
5195	70	81
5198	84	50
5199	3	1
52	186	59
5201	149	43
5202	79	49
5203	34	39
5204	526	576
5205	113	276
5207	4	9
5208	188	110
5209	568	346
521	203	388
5210	33	15
5211	499	400
5212	15	34
5213	195	365
5214	194	249
5216	894	295
5217	154	48
5218	73	59
522	175	72
5222	1	0
5223	1180	876
5224	6	12
5225	0	0
5226	373	293
5228	48	15
5229	39	52
523	383	384
5230	985	1299
5232	0	0
5236	175	268
5238	98	64
5239	65	37
5241	17	7
5243	8	30
5244	2	35
5245	261	254
525	258	356
5250	844	1042
5251	1	9
5252	108	90
5253	217	116
5255	62	147
5256	158	385
5257	170	451
526	430	387
5260	5	5
5261	77	49
5264	80	113
5265	123	150
5266	3	0
5267	0	1
5268	2648	1024
5269	132	189
527	491	120
5270	23	35
5271	288	146
5272	45	10
5273	1	1
5274	24	21
5275	209	148
5277	54	21
5279	60	18
528	148	144
5281	26	23
5283	38	27
5284	5	3
5286	196	313
5287	226	308
5288	93	173
5289	119	245
529	390	312
5290	109	139
5291	204	256
5292	489	205
5293	36	27
5294	4	5
5295	334	314
5296	262	119
5297	300	656
5298	289	214
53	64	10
5300	113	43
5303	33	60
5304	758	573
5305	46	34
5306	381	230
5307	28	27
5308	1	0
5309	0	0
5310	1975	3388
5311	86	214
5313	8	5
5314	6	23
5315	2177	3160
5316	59	29
5317	8521	5756
5318	51	80
5320	41	55
5321	88	174
5322	3	0
5324	10	6
5325	72	27
5326	141	35
5327	69	42
5328	61	22
5329	25	20
533	222	112
5330	9	3
5331	173	194
5332	38	65
5333	336	403
53335	68	86
53339	201	184
5334	21	24
53340	7	6
53342	11	0
53343	53	51
53344	31	11
53345	0	0
53346	6	6
53347	0	1
53349	95	77
5335	362	364
53353	9	31
53354	63	41
53358	35	6
5336	79	249
5337	154	372
53371	104	176
53373	154	118
5338	173	130
5339	2521	6287
534	5	0
5340	1	2
53405	8	4
53407	56	46
5341	9	21
5342	2	0
5343	0	1
5345	1	1
5346	976	788
5347	50	17
5348	30	22
5349	560	214
535	301	257
5350	25	26
5351	193	335
5352	56	135
5354	84	87
5355	680	716
5356	141	240
5357	21	24
5358	1145	1311
5359	46	59
5360	169	463
5361	493	323
53615	296	119
53616	16	26
5362	293	340
53630	2	1
53632	1	1
53635	186	172
53637	46	4
5364	605	298
5365	87	33
5366	19	8
5368	0	0
537	382	313
5371	148	93
5372	50	43
5373	104	96
5375	3	1
5376	274	330
5378	29	85
538	188	385
53820	0	0
53826	134	53
53827	56	70
53828	0	0
53829	4	2
53831	0	3
53832	80	64
53833	324	132
53834	55	6
53836	102	104
53838	74	52
53840	32	19
53841	0	3
539	318	284
53904	4	11
53905	306	299
53916	42	5
53917	102	81
53918	78	23
53919	3	1
5393	60	85
53938	18	45
5394	259	214
53942	0	0
53944	124	66
53947	41	39
5395	144	548
5396	188	119
53981	175	193
54	82	84
540	16	32
54014	239	333
54020	47	32
54033	1	2
54039	5	0
54058	8	2
54059	23	20
54069	22	12
5408	0	0
54084	17	5
5409	0	0
54093	68	26
54097	9	4
54101	223	83
54102	57	10
54103	29	37
54106	0	0
54107	214	60
54108	72	17
5411	255	286
54112	0	0
5412	197	158
5413	280	274
5414	29	33
54145	0	0
541468	8	0
54148	55	45
54149	78	34
541565	30	4
541578	59	40
54165	82	74
54187	57	48
5420	220	134
54205	200	282
54206	214	192
54207	3	3
54209	0	1
54210	0	1
5422	53	113
54221	3	3
5423	58	85
5424	61	27
5425	215	133
5426	238	270
5427	10	11
542767	12	7
5428	217	308
5429	106	139
5430	876	2049
5431	331	450
5432	189	110
54328	7	1
54329	2	0
5433	65	28
54331	69	12
54332	22	56
5434	326	199
54344	28	6
54345	88	44
54346	37	27
5435	72	49
5436	114	89
54360	3	3
54361	123	113
5437	51	47
5438	74	66
54386	245	50
5439	119	331
5440	94	59
54407	1469	1671
5441	217	70
54413	4	7
54414	34	100
5442	163	105
54429	3	0
5443	30	15
54431	160	255
54432	53	36
54433	39	17
54434	195	112
54436	47	9
54437	2	4
54438	56	33
54439	127	271
5444	0	0
54440	2	1
54442	155	98
54443	104	108
5445	182	226
54453	222	265
54454	100	218
54455	228	236
54456	2	1
54457	4	4
54458	175	59
5446	16	29
54460	140	67
54461	324	130
54462	255	247
54463	65	70
54464	155	481
54465	49	42
54466	0	25
54467	147	229
54468	208	205
54469	139	101
5447	206	74
54470	54	9
54471	153	47
54472	507	105
54475	47	12
54476	205	145
54477	132	264
54478	3	0
54480	131	28
54482	18	19
54487	144	93
54490	3	11
54491	12	10
54492	263	16
54494	36	6
54495	108	70
54496	72	32
54497	167	342
54498	36	13
54499	161	326
545	99	198
5450	5	0
54502	106	34
54503	104	124
54504	43	78
54505	190	289
54507	58	69
54509	17	2
5451	78	79
54510	65	47
54511	0	1
54512	58	22
54516	81	58
54517	72	112
54518	47	93
5452	8	4
54520	120	108
54521	49	55
54522	38	21
54529	102	64
5453	147	20
54531	111	59
54532	157	153
54534	41	11
54535	95	48
54536	64	78
54537	100	269
54538	112	44
54539	111	44
5454	1	0
54540	176	24
54541	393	74
54542	181	344
54543	335	350
54544	250	10
54545	280	218
54549	38	40
5455	3	0
54550	1	0
54551	1	0
54552	77	107
54554	11	10
54555	125	136
54556	9	29
54557	25	25
54558	25	35
54566	180	213
54567	85	31
5457	2	0
54575	0	6
54577	0	3
54578	27	17
54583	226	294
54584	12	2
54585	58	55
54587	218	80
54596	5	0
546	211	962
5460	8	2
54602	382	294
54606	146	131
54617	222	231
54619	22	9
5462	4	6
54620	88	17
54621	23	29
54622	79	61
54623	135	273
54625	42	102
54626	275	11
54627	3	4
54629	79	51
5463	71	10
5464	254	385
5465	167	72
54658	2	0
54659	2	1
54662	96	64
54663	96	106
54664	139	103
54665	58	87
5467	209	47
54674	9	15
54675	46	46
54676	136	95
54677	78	116
5468	57	83
54680	55	55
54681	67	38
54682	102	79
5469	247	262
547	32	17
5470	0	0
54700	156	239
54704	45	84
54707	51	27
54708	109	50
5471	32	28
54715	1	0
54716	4	2
54726	146	212
5473	0	3
54732	384	115
54733	115	32
54734	1	0
54737	132	155
54738	0	0
54739	22	14
54741	245	30
54742	19	7
54749	51	14
5475	0	1
54751	194	25
54752	1	1
54753	37	12
54754	0	1
54756	59	16
54757	21	37
54758	35	45
5476	370	721
54760	5	2
54762	45	45
54763	6	11
54764	229	319
54765	218	184
54768	2	32
54769	11	2
54776	232	101
54777	1	0
54778	108	208
5478	2499	6354
54780	110	52
54784	21	4
54785	68	8
54788	215	108
5479	465	900
54790	326	807
54793	181	147
54795	217	222
54796	216	536
54797	17	9
54798	1	3
54799	124	84
5480	63	59
54800	101	124
54801	53	77
54802	48	63
54805	35	55
54806	59	137
54807	10	37
54808	158	222
54809	24	128
5481	53	81
54810	14	13
54811	64	64
54812	261	217
54813	50	57
54814	25	12
54815	387	238
54816	47	160
54819	28	30
54820	129	173
54821	5	8
54822	180	358
54823	8	30
54825	1	1
54826	8	12
54828	119	173
54829	40	76
54830	3	1
54831	1	0
548313	0	0
54832	149	875
54834	28	90
54836	107	29
54838	385	47
54839	20	10
54840	93	154
54841	39	5
54842	393	356
54843	73	108
54845	414	453
54847	1	7
54848	3	3
54849	222	47
54850	71	4
54851	22	14
54852	68	35
54853	56	18
54854	12	6
54855	18	17
54856	169	585
54857	79	65
54858	34	14
54859	35	19
548593	42	35
548596	196	701
54861	422	238
54862	190	107
54863	14	0
548644	109	833
548645	22	8
54865	76	58
54866	0	1
54867	204	190
54868	55	15
54869	289	155
54870	264	205
54872	102	122
54873	563	420
54874	212	207
54875	34	24
54876	132	58
54877	110	90
54878	205	205
54879	45	36
54880	197	459
54881	73	74
54882	179	358
54883	88	51
54884	489	265
54885	9	27
54886	0	0
54887	199	127
54888	251	268
54890	232	79
54891	65	70
54892	84	85
54893	162	162
54894	115	29
54896	61	19
54897	618	621
54898	3	0
54899	74	73
549	32	74
54900	0	4
54901	45	77
54902	178	288
54903	43	113
54904	170	219
54905	12	0
54906	228	250
54908	17	19
54910	144	102
54913	21	3
54914	88	179
54915	148	58
54916	49	33
54918	299	80
54919	79	49
54920	43	32
54921	242	141
54922	60	40
54923	21	3
54925	35	15
54926	270	304
54927	99	110
54928	346	180
54929	74	34
5493	1859	2483
54930	94	58
54931	37	21
54932	24	8
54933	40	30
54934	93	65
54935	80	20
54936	98	27
54937	2	2
54938	52	77
54939	87	51
5494	205	146
54940	232	180
54941	52	12
54942	45	22
54943	10	3
54946	126	75
54947	134	145
54948	63	34
54949	89	64
5495	181	139
54951	42	27
54952	40	38
54953	73	56
54954	38	47
54955	59	6
54956	33	21
54957	31	2
54958	22	13
54959	0	0
5496	191	268
54960	36	16
54961	159	91
54962	16	24
54963	102	50
54964	5	0
54965	60	15
54967	0	0
54968	43	77
54969	53	41
54970	50	76
54971	33	22
54972	141	30
54973	205	82
54974	20	26
54976	80	21
54977	95	85
54978	183	58
54979	0	0
5498	39	30
54980	21	19
54981	27	24
54982	94	77
54984	20	30
54985	105	10
54986	16	45
54987	51	25
54988	1	4
54989	195	236
5499	360	304
54991	41	4
54993	21	7
54994	358	95
54995	21	7
54996	18	17
54997	54	68
54998	179	44
55	134	187
550	212	152
5500	641	969
55001	57	49
55002	150	110
55003	51	59
55004	192	47
55005	36	40
55006	33	18
55007	73	39
55008	46	38
55009	70	40
5501	315	312
55010	11	13
55011	106	60
55012	32	45
55013	85	37
55014	201	56
55015	86	92
55016	6	2
55017	96	51
5502	77	31
55020	39	25
55022	30	16
55023	145	490
55024	9	3
55026	10	15
55027	40	37
55028	70	49
55030	113	71
55031	280	377
55032	43	44
55033	48	10
55034	29	64
55035	97	118
55036	6	17
55037	142	139
55038	145	20
55039	39	38
5504	185	304
55040	157	74
55041	345	45
55048	130	18
55049	68	11
55051	48	41
55052	127	65
55054	111	168
55055	33	44
55057	291	102
5506	1	0
55061	64	21
55062	179	275
55063	17	16
550631	16	6
55064	7	4
550643	63	0
55065	22	7
55066	234	194
55068	4	5
55069	249	101
5507	180	142
55070	12	7
55071	12	2
55072	157	105
55074	222	318
55075	277	397
55076	1150	1466
55079	0	0
55080	35	23
55081	117	116
55082	169	205
55083	59	36
55084	10	27
55086	9	8
55088	174	293
55089	15	13
5509	51	2
55090	86	15
55092	34	12
55093	21	25
55094	36	54
55095	308	158
55096	3	6
551	1	0
5510	163	135
55100	77	194
55101	112	33
55102	228	404
55103	172	161
55105	54	60
55106	12	12
55107	272	203
55108	380	105
55109	107	224
5511	152	65
55110	14	6
55111	84	13
55112	45	76
55113	24	1
55114	126	152
55116	35	13
55117	25	24
55118	18	11
55119	135	111
55120	6	64
55122	101	49
55124	1	3
55125	93	177
55127	122	229
55128	36	22
55129	178	249
55130	3	4
55131	44	172
55132	66	89
55133	29	72
55135	23	37
55137	9	3
55138	2	27
55139	69	35
5514	176	139
55140	81	134
55142	60	31
55143	34	20
55144	63	47
55145	15	9
55146	46	43
55147	172	105
55148	126	278
55149	48	192
5515	552	448
55150	2	0
55151	23	21
55152	65	47
55153	108	185
55154	74	119
55156	92	49
55157	27	53
55159	159	142
5516	311	301
55160	316	188
55161	91	128
55163	48	42
55164	48	53
55165	15	12
55166	15	19
55167	68	154
55168	77	27
55170	46	4
55171	41	48
55172	26	61
55173	153	65
55174	202	172
55175	57	58
55176	16	21
55177	121	75
55178	47	21
55179	32	28
5518	787	378
55180	29	47
55181	45	36
55182	186	121
55183	173	440
55184	9	15
55186	133	24
55187	730	1496
55188	23	11
5519	485	413
55190	7	9
55191	137	162
55192	39	45
55193	243	529
55194	83	14
55195	1	0
55196	128	113
55197	133	90
55198	294	340
55199	19	34
552	19	14
5520	214	146
55200	78	19
55201	61	9
55203	12	3
55204	67	39
55205	209	164
55206	167	395
55207	344	179
55208	63	18
55209	332	450
5521	13	19
55210	80	121
55211	0	0
55212	23	107
55213	66	35
55214	46	55
55215	70	180
55216	56	49
55217	57	50
55218	73	49
55219	91	85
5522	223	92
55220	19	4
55222	44	5
55223	90	44
55224	45	17
55225	82	60
55226	197	232
55227	143	130
55228	43	5
55229	92	71
5523	232	206
55230	114	137
55231	0	1
55233	335	179
55234	205	275
55236	86	172
55237	2	0
55238	51	4
55239	113	126
5524	469	140
55240	79	27
55243	152	75
55244	16	21
55245	66	51
55246	167	120
55247	7	17
55248	26	15
55249	219	579
5525	230	97
55250	232	423
55251	184	65
55252	226	233
55253	91	81
55254	72	49
55255	82	150
55256	216	42
55257	51	12
55258	62	31
55259	3	16
5526	57	49
55260	21	4
55262	67	22
55266	151	126
55267	0	0
55268	108	76
55269	98	97
5527	321	225
55270	61	10
55272	172	48
55273	8	1
55274	129	192
55275	153	194
55276	169	194
55277	19	16
55278	68	46
55279	67	71
5528	182	181
55280	59	69
55281	43	4
55282	0	0
55283	13	14
55284	59	40
55285	43	24
55286	12	1
55287	112	120
55288	196	221
552889	295	46
55289	0	0
5529	117	109
55290	39	10
552900	29	135
55291	284	309
55293	88	65
55294	290	437
55295	51	8
55296	13	33
55297	48	70
55298	55	34
55299	75	105
5530	156	302
55300	72	70
55301	0	0
55303	30	13
55304	171	105
55308	131	167
5531	225	113
55311	43	3
553115	235	38
55312	38	24
55313	93	35
55314	24	21
55315	12	40
553158	0	20
55316	91	28
55317	12	7
55319	21	40
5532	126	171
55320	57	117
55321	25	1
55322	66	32
55323	43	15
55324	158	146
55325	72	117
55326	64	21
55327	67	182
55328	12	10
55329	4	11
5533	57	75
55330	32	0
55331	117	37
55332	25	3
